message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_3CUaT7Wfp69pO4a_5,R_3CUaT7Wfp69pO4a,357,4.167,3.750,1,0,The political divide in this country has only gotten worse over the years. Trump in particular has allow a rather nasty aspect of American society to rise to the surface and be open about their nastiness. This means that people on opposite political spectrum cannot see eye-to-eye at all. This makes compromise even worse and less likely to succeed.
R_3oZwv1aOvzgfBPT_1,R_3oZwv1aOvzgfBPT,36,5.500,1.000,1,0,Apparently an actor was found dead in a Talk show host's home. Not sure what occurred but you have to feel sorry for those close to them. I certainly don't want to be negative and assume that demons finally caught up with him or an assault of some sort occurred but it is odd and they clearly have family who lost a loved one. It a shame that someone with talent to entertain and act would lose their life at a younger age and I guess it could be any of us but it's sad foor thoose  who knew him and my heart goes out to them.
R_3oZwv1aOvzgfBPT_2,R_3oZwv1aOvzgfBPT,137,4.000,1.000,1,0,France plans to shut down the jungle as they call it. This was where they kept illegal immigrants trying to make their way to Britain. I certainly feel for anyone looking for a better life and at times wish all countries had open borders as this one isn't so great at times but we do have laws and many immigrants enter other countries legally and I think there needs to be some sort of controls that make the process fair to legal citizens. I feel for the immigrants but it's hard to support their actions when they could also do so legally as opposed to sneaking in by way of hiding in trucks.
R_3oZwv1aOvzgfBPT_3,R_3oZwv1aOvzgfBPT,173,3.500,1.000,0,0,"Reading an article that is basically on the fear and risk of the Zika Virus and how it is currently an issue. It doesn't affect my fellings at all. It is clearly and issue but they'll make a vaccine for those who don't become immune by way of their own system, then the virus will become resistant to the vaccinations and it will be a never ending up and down cycle that we see all the time. I simply just can't let something like this, despite the risk, affect my feelings and emotions."
R_3oZwv1aOvzgfBPT_4,R_3oZwv1aOvzgfBPT,317,1.000,3.625,0,0,"Wow, a teacher get pregnant after having sex numerous times with an 8th grader pleads guilty to a lesser charge of aggravated sexual assault of a child. This is unreal and aggravates me that teachers would do this and children would go along with it. The world needs to worry less about wants, quit being emotionally and physically weak and focus on needs, not wants. This whole story iis pathetic and all involved have ruined their own lives and for what, pleasure? They're all weak."
R_3oZwv1aOvzgfBPT_5,R_3oZwv1aOvzgfBPT,364,4.000,1.000,1,0,"An article talking about increasing the deportations of Haitians is one that I feel for those involved. Haiti has been brutalized by mother nature, and the Clintons, and people are trying to get somehwere to survive while the country recovers. The U.S. let's them in to ship them back out and that is a bit ridiculous. It's not a situation where those from Mexico just sneak over and hide from society. These people need help but it doesn't shock me that the U.S. wiould do this in a time of need. Sympathy felt but helpless to do anything about it."
R_2TZApHajsn2LnN7_1,R_2TZApHajsn2LnN7,56,6.833,5.750,1,1,I just read this article about trees dying across the country and I can't understand why more people aren't concerned about this. If we lose our trees we lose everything. It makes me crazy that people aren't paying attention and could care less about the snowball effect that is happening because of climate change. Because of us! 
R_2TZApHajsn2LnN7_2,R_2TZApHajsn2LnN7,87,4.000,3.500,1,0,I just read this article about the doom of bananas that made me feel like an idiot. I like to think i am smart enough to process this type of article but the words used just had me lost. I wouldn't bother reading it if you still planned on it. It was informative but i felt like i was reading a manual.
R_2TZApHajsn2LnN7_3,R_2TZApHajsn2LnN7,233,6.833,6.750,1,1,So i just read this horrific article about women in nigeria being raped by the officials that rescued them from Boko Haram. If you don't know about Boko Haram you should really look them up. These poor women have no one to trust. I am shocked by what i read and feel so sorry for these people. i wish there was something we could do that would have real impact on their lives. you must read this article.
R_2TZApHajsn2LnN7_4,R_2TZApHajsn2LnN7,281,5.333,4.000,1,1,I just read the article and i want to say i think its terrible anyone would actually blame the doctors for someone committing suicide. Of course its incredibly sad and i feel for anyone that has to go through what people like that do go through but how can these doctors be blamed. That means that anyone can be blamed for missing the signs and its too hard to tell when someone will actually commit to killing themselves even when they are making empty threats.
R_2TZApHajsn2LnN7_5,R_2TZApHajsn2LnN7,354,2.833,4.625,0,1,"you will not believe the crazy article i just read. Let me tell you about it. The article was about a man who had killed himself after killing his wife and the main thing that was being questioned was ""why did he have to die?"" What??? I don't understand why they aren't looking into why he killed his wife since they don't know. Its pretty easy to speculate why he killed himself. I just don't even know what to think about this article."
R_Y9xcVEPDGEw28GB_1,R_Y9xcVEPDGEw28GB,8,3.667,5.750,0,1,An animal center did not take care of animals properly. There was complaints by an employee about horrid conditions that the owner did not do anything about. Animal centers are not regulated so the owners do whatever they want without consequences. Dogs died of heat exhaustion because they were not supervised and did not have proper ventalation in a room known to get vey hot.
R_Y9xcVEPDGEw28GB_2,R_Y9xcVEPDGEw28GB,168,3.833,4.875,0,1,"A mother pushed a stroller onto an elevator that was not there. The baby dies of injuries and the mother was hurt. The building had over 100 elevator violations but did not stay on top of things to make sure the elevators were working properly. The building neglience caused an infants death. I cant imagine going through something like that, that poor mother."
R_Y9xcVEPDGEw28GB_3,R_Y9xcVEPDGEw28GB,219,1.667,1.000,0,0,"A hiker was lost in a Malaysian jungle for ten days. The hiker only brought enough food for one day. He survived on bananas and berries he found in the jungle. When he was found he was covered in leaches, weak, and very disoriented. Its a miracle he survived on his own for ten days in the jungle. There was no cell coverage in the part of the jungle he was in so he could not communicate to anyone or ask for help."
R_Y9xcVEPDGEw28GB_4,R_Y9xcVEPDGEw28GB,335,1.000,1.000,0,0,A man has took it on himself to kill evasive mice that have doubled in size on an island. The mice feed on birds and when the birds have babies its like a buffet for them to thrive on. I imagine it must be disgusting to have so many mice doing what they please and destroying other animals. It gives me the creeps thinking about it.
R_Y9xcVEPDGEw28GB_5,R_Y9xcVEPDGEw28GB,347,4.167,3.250,1,0,There is people starving and going without any food. Some of these people used to have jobs and ate well before they fell on bad times. They are suffering and going without basic nessicities. One mother went as far as trying to boil grass for her children to eat. I cant imagine lacking so much nutrition and suffering so bad
R_CmgUw21BjZfKLiF_1,R_CmgUw21BjZfKLiF,32,2.167,7.000,0,1,"Gay conversion therapy is terrible! I think anyone that is forced to go through would need therapy for the rest of their lives just to recover from the trauma of being told who you are is not acceptable! I cannot believe young children are being stripped of their identities, being told who to be, being shamed for who they are, and learning to hate themselves. They know who they are, and being told to put that part of themselves back in the closet is completely cruel and unjust. This is psychological torture. There is absolutely no reason for anyone to shame anyone into conversion therapy. I cannot stand Mike Pence and everything he stands for. He probably is a strong advocate because he is probably closeted! Why can't people just be ok with who they are? We should love everyone!"
R_CmgUw21BjZfKLiF_2,R_CmgUw21BjZfKLiF,121,1.000,7.000,0,1,"I cannot stand Donald Trump and his fear mongering. Most Muslim people I know are very, very kind people. It is so unfortunate there are so many hate crimes because of the ignorance our President continues to blast on twitter. It's not just Muslims. It's everyone that is not part of the Alt-White movement. Jewish people, LBGTQ people. Black people. It is fueled by hate and ignorance. Trumps Muslim ban did more harm than good! He just caused fear, creating a deeper divide in our country. It's sad."
R_CmgUw21BjZfKLiF_3,R_CmgUw21BjZfKLiF,182,1.000,7.000,0,1,"I cannot believe there is someone evil enough in this world to torture a poor, helpless kitten this way. Did you read this article? The kitten was wrapped so tightly, it's little legs were close to it's face. It made me cry. It is horrifying to think people that are capable of this exist. Anyone that does this is a true psychopath. What will they do next? Murder young children? Anyone that is that cruel to animals should be punished. Please share. We have to raise awareness."
R_CmgUw21BjZfKLiF_4,R_CmgUw21BjZfKLiF,267,1.167,6.250,0,1,"Hello! This is why you follow the rules at our National Parks! This is a terrible tragedy that could have easily been avoided. I was young once, and I did plenty of reckless things. I understand, maybe the boy was just trying to check the temperature. Maybe he didn't believe the signs, or he thought it would be cool to do what no one else has done. His poor sister! To see that happen! To see her own brother boil to death. I can't imagine how gruesome that must have been. I just can't believe they couldn't get his body until the next day...and the next day it was gone! This is a huge lesson for anyone that is young and reckless!"
R_CmgUw21BjZfKLiF_5,R_CmgUw21BjZfKLiF,403,1.000,7.000,0,1,"Are you kidding me? This is on YOU LA County Department of Children and Family Services! How could you let this fall through the cracks! ""Authorities found no cause for alarm — school officials told social workers he lived in a safe household."" Yeah, that was said just before the boy DISAPPEARED. Then, NOTHING was done. He was alive and locked in a closet for three years! We need more oversight at LA County! This cannot happen to our children! The poor boy was drugged, even when they moved houses. I cannot believe there is a mother so cruel. You should not be allowed to have children!"
R_VXt1aIuOzDuJLSV_1,R_VXt1aIuOzDuJLSV,15,3.333,4.000,0,1,"This story I have read was heart breaking! Two men were shot, one twice in the stomach and the other shot in the back. Sadly no weapons were recovered and no arrests were made causing me to worry the person that did this is free. This upsets me worried for myself and others, hoping to protect the community from the criminal gun man still at large. The two men were taken to the hospital, hoping for a speedy recovery for them and comfort for their families after this tragic incident! The terrible time they must all be going through now. Worrying and stressing over this unthinkable situation. I sure do hope the person responsible is found and arrested quickly, to keep our community safe from additional attacks and to to get him the help he needs. Not to mention time in prison. Certainly right"
R_VXt1aIuOzDuJLSV_2,R_VXt1aIuOzDuJLSV,96,3.500,3.000,0,0,"Did you know that Climate Change Threatens the  World’s Coffee Supply?? A report I read about a report says thinking of the many ways climate change threatens coffee and coffee farmers has alarmed people who are now imagining what it would be like getting through the day without their caffeine fix! Well, it certainly is concerning to me! The report, released this month, was commissioned by Fairtrade Australia and New Zealand supposedly the hub of the global Fairtrade system. I guess it doesn’t contain much new research, but still it has made waves by collating an array of available literature suggesting that climate change will have a major effect on the world’s coffee supply. Well, knowing how you love your coffee just as much as I do, I just knew this would fascinate you! Tell everyone!!"
R_VXt1aIuOzDuJLSV_3,R_VXt1aIuOzDuJLSV,186,4.833,5.125,1,1,"So, I was reading recently about how Kenya deported a South Sudan opposition official. despite threats against him, they deported him as tensions rose over peacekeeping efforts. Kenyan authorities have reacted super angrily to a U.N. decision this week to dismiss the Kenyan general in charge of the peacekeeping force there, for failing to protect civilians during a recent outbreak of violence."
R_VXt1aIuOzDuJLSV_4,R_VXt1aIuOzDuJLSV,313,6.000,6.000,1,1,"Hello again! Writing to share some things I have been learning about. I read that  Syrians and Iraqis are granted asylum in Germany far more often than Pakistanis, and Nigerians. Germany is confronting the task of deciding who gets to stay. If you’re from Syria or Iraq, sanctuary is almost guaranteed. But if you’re from Nigeria or Pakistan, chances are you journeyed all the way there for nothing. This is so distressing! "
R_VXt1aIuOzDuJLSV_5,R_VXt1aIuOzDuJLSV,414,7.000,7.000,1,1,"Hi, I have learned that Syria’s war escalated abruptly on Friday. Government forces and their Russian allies launched ferocious aerial assaults on Aleppo. Repeated airstrikes destroyed buildings and engulfed neighborhoods, and flames killed about 100 people there. What is gained with this senseless violence?"
R_SJmBO1u0DDmEZH3_1,R_SJmBO1u0DDmEZH3,49,5.500,5.750,1,1,Hey have you heard about the polar bears? This global warming thing is going to take over there home land so fast. They will not be able to out swim the things that will b more of a chance at getting them because of whats happening right now. We have to help save the polar bears. Its been pretty terrible how the goverment and companoes just dont care to help save these animals.
R_SJmBO1u0DDmEZH3_2,R_SJmBO1u0DDmEZH3,98,4.333,5.250,1,1,"Man, dont you just worry somtimes about how we got here? Its like I always knew this country which I love so much, was uncover still the most raciest place.  The win of Trump just made it so much easier for all his ignorant like mined follows to treat people of color and some women, not at there equal, but as people who dont matter. Its sickens me to think about all they have done to people of color the most. Its like we are in 1960 again. "
R_SJmBO1u0DDmEZH3_3,R_SJmBO1u0DDmEZH3,210,6.500,4.125,1,1,I rememeber where I was when the Paris attack happened. It was so terrible how I felt and how everyone around the world felt. These terrible people are trying to make us scared to do things we love. But I wont let them win. Im so happy the band decided to go back and give a concert. This has to be a statment for us all. Fear will never win!
R_SJmBO1u0DDmEZH3_4,R_SJmBO1u0DDmEZH3,294,6.000,3.125,1,0,"I am so moved and jealous really of the people of south Korea. For them to protest there President, who is totally wrong for all she did, is somthing to be admired. I love the spirit of the people to not stop untill she leaves office. If only it was that easy for us AMericans to do the same with Trump."
R_SJmBO1u0DDmEZH3_5,R_SJmBO1u0DDmEZH3,338,5.500,4.250,1,1,Its so obvious how much lady  periods and pills we have to take are linked to our depresstion and body pains. The chemistry going on in our body is somthing I cant even get ahold of. The pill though is such a thing we need if we dont want to have babies that this time. The after math of it is just a deeper conversation we have to understand so that we dont end of hurting ourself.
R_vUBJ2mNrSE6rEGd_1,R_vUBJ2mNrSE6rEGd,82,2.500,1.375,0,0,If you are wearing contacts for your vision to improve then you should be sure to take them out when sleeping.  You can get some bacteria in your eye that will accumulate and might cause problems if you do not do this.  I forgot what the thing was called but it might even cause the contact user to become blinded.
R_vUBJ2mNrSE6rEGd_2,R_vUBJ2mNrSE6rEGd,109,1.667,1.250,0,0,Hello friends I have just read an article about these people from egypt that were on a boat and then they got shipwrecked I think.  The recent scientist of the earth have no found the evidence about the ship and the bodies and are beginning to make ideas up about the people.  They said that the people were on the ship and I forgot why or what they were doing but it is still a little bit interesting.  The article was very long and hard to read though.
R_vUBJ2mNrSE6rEGd_3,R_vUBJ2mNrSE6rEGd,235,1.833,1.375,0,0,The article that I read was about these architects that are building things and they are kindof looking at the tactics for buildings and their tools that are used to build the buildings.  They want to see what will be safer and allow the people to make better buildings.  There was a recent mishap that caused several people to die and it was related to the building issues.
R_vUBJ2mNrSE6rEGd_4,R_vUBJ2mNrSE6rEGd,329,1.833,1.000,0,0,The person in the article was participating in a fund raising event and the event was about getting pies thrown into the faces by people.  I guess that things got a little bit rough because the guy that was getting the pie in the face got injured somehow.  It was pretty bad and he had to seek out the medical help for the injuries to his face.
R_vUBJ2mNrSE6rEGd_5,R_vUBJ2mNrSE6rEGd,399,2.000,2.000,0,0,There was a person in the articles that was muslim and at a bar for nightly events.  They got into a dispute with another person and then the other person killed them.  The investigators said something about donald trump and his hatred toward muslim people maybe having something to do with making the murderer feel justified in his actions.
R_3rGtVh32jHkOn7O_1,R_3rGtVh32jHkOn7O,11,2.833,6.125,0,1,"Looks like India and Pakistani relations are going straight to hell. It is unclear if it was really sanctioned by their government, but Pakistan shelled across the border and killed 13 Indian civilians. Pakistan is saying India shelled them back and killed 6 of theirs. They are having some sort of dispute over their border and neither side really wishes to backdown. India claims they were destroying a terrorist encampment on the Pakistan side of the border, and Pakistan claims they bombed one of their military bases. The whole thing is a big mess and can't help the stability of the region."
R_3rGtVh32jHkOn7O_2,R_3rGtVh32jHkOn7O,88,4.000,2.750,1,0,"A guy named Collins was charged with stealing nude celebrity photos and videos. While his behavior is clearly unacceptable, one thing to note is the article is calling this a hack. Hacking and nothing is safe, not you, not yours, not your loved ones, is kind of a way to make people afraid and keep reading. In reality, this guy just kinda sent an email to these celebrities and said hey i need your password this is google from google, hurry its an emergency and they fell for it. I feel bad for them, we've all been tricked at least once in our lives by something on the internet, but it isn't like this guy cracked the security of google and we're all doomed."
R_3rGtVh32jHkOn7O_3,R_3rGtVh32jHkOn7O,225,3.333,3.750,0,0,"The Islamic state is now desperately using human shields to try and deter our attacks against them. This is a strategy that is doomed to failure for multiple reasons, the biggest being the civilians they are using aren't going to tolerate that shit forever, and will probably start resisting and escaping. The next biggest, America doesn't really show restraint when they want to bomb a target and civilians are present. I mean, we generally go out of our way to not blow up the nearby children's hospital, but the second we suspect Bin Laden's cousin is in there 7000 drones start swarming."
R_3rGtVh32jHkOn7O_4,R_3rGtVh32jHkOn7O,322,1.000,7.000,0,1,"I think the short of it really is that the racists won the election. It is incredibly sad that such a seemingly easy to win election against someone who is openly calling groups of racist things, and actually encouraging hate and chaos, was lost. The democrats are right to be taking a long look at how they do things, they've always been the party that is ""we're like the republicans, but you won't gag as much voting for us."" I think the average person who cares about politics, and is liberal, got a shocking wake up call this time around, and we're going to see people turn out in incredible numbers to vote."
R_3rGtVh32jHkOn7O_5,R_3rGtVh32jHkOn7O,397,3.167,5.875,0,1,"And in other news ushering in the apocalypse, Paraguay just mismanaged their water resources so poorly that one of their rivers almost completely has dried up, in addition to a drought. I feel like these types of things are going to become extremely common in our near future thanks to our current President's very uninterested feelings about global warming. We will likely never recover since we have long since not done enough to combat it, and millions worldwide are going to suffer and die as stuff like this becomes a seasonal thing."
R_3fIsbpALDtKKHMt_1,R_3fIsbpALDtKKHMt,74,3.500,1.500,0,0,"This story makes me sad that a hard-working family member can suffer in this way. Life can be pretty cruel. On the bright side, with advancing computer and health sciences, the future does have some light at the end of the tunnel. I think it's probably helpful to try to focus a bit on the positive.

My political views are different from most.  I find myself disagreeing with many Republican and Democrat stances.  I'm in favor of universal healthcare, basic income, and access to assisted suicide (rational suicide, access to drugs like Nembutal for anyone who thinks they might want to make the rational decision not to live, and instead die in a humane way)."
R_3fIsbpALDtKKHMt_2,R_3fIsbpALDtKKHMt,120,3.500,4.000,0,1,"Muslim immigration seems to have some unique issues.  I think the solution is to hold off with allowing much Muslim immigration until Muslims start polling better on ideas involving apostates, etc.  As evidenced by polls (even in European countries), the ideas Muslims accept put them at odds with basic educational values.

I think seeking a professional to talk and try to fix mental issues can be a good thing.  The right therapy can likely help certain people.  

What concerns me is living situations that are unhealthy for economic reasons, and psychological problems concerning motivation.  I suspect some mental issues may not be helped by seeing a professional."
R_3fIsbpALDtKKHMt_3,R_3fIsbpALDtKKHMt,214,4.000,4.375,1,1,"I think issues like basic income, universal healthcare, and right to assisted dying are way more important. My interest in being fit or healthy is the reduction of painful symptoms. When I eat sugar, carbs, and enriched flour foods, my legs hurt, my back hurts, my stomach digestion goes very bad, and I get heartburn. For me, it's not so much about being fat or not, it's about reducing pain."
R_3fIsbpALDtKKHMt_4,R_3fIsbpALDtKKHMt,270,4.167,4.500,1,1,"I think the process of dying can contain various levels of trauma.  Some people die with less pain, and we tend to call them lucky.  I tend to think the body inflicts various levels of physical and psychological pain over the often somewhat lengthy process of dying.

One type of emotion I can partly relate to is the idea that the party (life) keeps going on, but you have to leave.  The idea of no longer consuming new information or experiences.  The process of dying inflicts bad emotions on me, but thinking about being dead does not inflict many emotions on me.  I feel neutral or calm about the idea, and I see no rational reason for worrying about it."
R_3fIsbpALDtKKHMt_5,R_3fIsbpALDtKKHMt,345,4.833,3.500,1,0,Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. Too many readiu. 
R_3P624s3e9SkH0QT_1,R_3P624s3e9SkH0QT,65,1.500,4.750,0,1,"This article is quite disturbing in the way that Americans act towards one another. The display of the Confederate flag means different things for different Americans all over the country and it kind of makes me sad with the way people treat one another. Being an American means uniting as one, not fighting over a flag or the real issue, legal citizens who may not be white."
R_3P624s3e9SkH0QT_2,R_3P624s3e9SkH0QT,150,6.000,2.000,1,0,"It's always sad to hear someone losing their lives, especially during a terrible crash such as Yu Xu, who was the first woman to fly a Chinese fighter jet. It's even worse that it happened during a training mission, and not a real mission. I hope her family can find peace and that she can be remembered for her positivity and caring towards others."
R_3P624s3e9SkH0QT_3,R_3P624s3e9SkH0QT,251,2.833,1.000,0,0,"Cricket players in England are likely going to have trouble sleeping after a 4th day of the first Test. Being in their shoes, playing hard and working together is the key to beating Bangladesh and they need to stay on top of their game in order to win. While it's physically demanding, giving up or blaming lack of sleep is simply not an option for the team."
R_3P624s3e9SkH0QT_4,R_3P624s3e9SkH0QT,287,4.667,2.000,1,0,"Being able to get out of contracts for timeshares sounds like quite a nightmare. Not being able to get out of such a contract, ESPECIALLY if you've fallen ill is quite possibly the worst case scenario. Furthermore, not being able to afford travel insurance because of it is a terrible time, especially after they have been fighting their contract for a number of years now."
R_3P624s3e9SkH0QT_5,R_3P624s3e9SkH0QT,366,1.667,5.125,0,1,"Damaging the Amazon rain forest, one of the most iconic and well-known rain forests known to man, just to get oil is simply inexcusable. The US's hunt for crude oil is coming with disastrous consequences and needs to be rectified. By tearing down the Amazon trees, hurtful greenhouse gases are rising into the air, damaging the air quality around us. Corporations shouldn't be able to hurt the environment like this. It makes me angry."
R_2v2qLGA7oS8x60x_1,R_2v2qLGA7oS8x60x,12,1.000,1.000,0,0,"Hey, I wonder if this crash is related to terrorism. I bet it was. Seems like big accidents nowadays has something to do with terrorism. You got any family from Delaware? I don't. There is one thing I know, that I don't want to die in a vehicle accident. That has to be terrible. I guess if it's instant death then it's okay. I just don't want to suffer for a long time. I hope the people taken to the hospital are okay."
R_2v2qLGA7oS8x60x_2,R_2v2qLGA7oS8x60x,153,1.000,1.500,0,0,"I guess the Indigenous people get screwed again. Technology and progress is always messing with them. I'm kinda worried about the fishing I do. I fish a good bit and eat what I catch. I hope there isn't any methylmercury in the fish I eat. If there is, I wonder if it has messed me up some. That could be where some of my health problems come from. Maybe it's time to stop eating the fish I catch."
R_2v2qLGA7oS8x60x_3,R_2v2qLGA7oS8x60x,244,1.167,1.375,0,0,"There is no way the FBI or any government agency could figure out what a lone wolf terrorist was going to do. Some terrorist could walk into anywhere and just start shooting the place up. It's terrible what the United States has become. The only way I see to limit terrorism is to try and limit immigration into the country, but even that doesn't solve things. Seems like if you don't live the right kind of life to someone, whether it's being gay etc., then somebody tries to hurt you. It's terrible."
R_2v2qLGA7oS8x60x_4,R_2v2qLGA7oS8x60x,275,1.000,2.750,0,0,"Hey, this is one reason I don't get on rides at amusement parks anymore. They are not reliable and they freak me out thinking that they are going to break. I got stuck on a roller coaster one time and I hated it. I was scared out of my mind. That was the last time I ever got on a ride. I'm not putting myself though that again no matter how fun the rides used to be. That must have been a horrible death for those people."
R_2v2qLGA7oS8x60x_5,R_2v2qLGA7oS8x60x,404,1.000,1.000,0,0,"Man, car crashes happen all the time. There is no way they can be prevented. I would like to think that the smart cars of the future would help prevent this, but I am not to sure. Somebody could probably hack those and cause massive car wrecks as well. People should also drive safer as well. There is definitely too much speeding. I wonder if drunk driving was the cause of the wreck. That's a huge problem that causes a bunch of wrecks. Don't drink and drive people."
R_1lu7p66XGUzZeeO_1,R_1lu7p66XGUzZeeO,50,4.667,3.625,1,0,"The author of this article I read examined several cases in which youth were killed in gun violence on the same day. They used the personal stories of a couple of people to show how the ready availability of guns contributes to sad situations in which kids are shot and killed. It wasn't as well written as a lot of journalism in this area, but it was pretty interesting to hear the stories of the two cases that were detailed. One involved a violent adult who went on a rampage and shot an ex-girlfriend's child and another person. The other story involved two kids who were left alone in a home that had a lot of guns and one of them ended up shooting and killing the other, claiming it was an accident. The author concludes by calling for more active challenges to the NRA and the second amendment"
R_1lu7p66XGUzZeeO_2,R_1lu7p66XGUzZeeO,135,3.500,1.000,0,0,"This article was about a rash of fires in the south, particularly Appalachia. It mentioned dry conditions causing numerous fires and contributing to pollution that made the air dangerous and unpleasant to breathe. It also said that some of the fires were probably caused by arson, but didn't dwell too much on that aspect. The quoted official mentioned that dry conditions meant more fires could easily be accidentally started and that was a danger."
R_1lu7p66XGUzZeeO_3,R_1lu7p66XGUzZeeO,172,4.333,5.125,1,1,"This article was about the disturbing finds by the Iraqi military as they re-captured territory from retreating Islamic State fighters. They found mass graves of people killed by ISIS and although there is some confusion about the details, there are dozens or maybe over 100 bodies. There is also evidence of torture. The ISIS fighters were certainly brutal towards their victims, and have captured many more to use as human shields or to kill outright for their perceived beliefs."
R_1lu7p66XGUzZeeO_4,R_1lu7p66XGUzZeeO,323,2.833,1.750,0,0,"The article I read was about the disparity in responsibility for birth control between men and women. A new male birth control was rejected as having too many side effects on men, when options available to women have far more and more severe side effects. The article mentioned that birth control for women revolutionized lives so much that the side effects were deemed acceptable, but men are not accustomed to ceding convenience for responsibility, are used to women taking control in this area. "
R_1lu7p66XGUzZeeO_5,R_1lu7p66XGUzZeeO,369,4.667,2.875,1,0,"From this article I learned about repression of gay rights in Uganda. Gay rights protesters were rounded up by police and taken away from the resort where they were protesting and of those that attempted to resume protesting at another spot, police escorted them away. Gay rights have been struggling in Uganda, where homosexuality is illegal and repressed."
R_1NaUN66TrQHKQ1o_1,R_1NaUN66TrQHKQ1o,72,4.333,3.125,1,0,"I was reading an article about poachers killing off many elephants because of the ivory trade. One part that stuck in my mind is that in one country, the elephants are protected more than they are in the neighboring country. It is odd that an elephant can literally walk away from its protection by wandering into the neighboring country. I was not aware of any of this. The article somewhat jokingly said that elephants do not have passports. "
R_1NaUN66TrQHKQ1o_2,R_1NaUN66TrQHKQ1o,146,3.000,2.875,0,0,"I just read an article blaming Donald Trump and his campaign for hate crimes against Muslims rising. It was your typical propaganda that the media pushes on you - you know, fear mongering mixed with unsubstantiated nonsense. It mentioned the supposed ""Muslim ban"" that Trump was responsible for. At that point, I lost interest in the article as it was 100% clear what the agenda was. "
R_1NaUN66TrQHKQ1o_3,R_1NaUN66TrQHKQ1o,215,2.000,2.000,0,0,"So, I just read an article that I have absolutely no interest in. It was a bunch of gossip about Val Kilmer's health, as if that is newsworthy. I'm not even sure why I read the whole thing. I gained nothing in the way of knowledge by reading this article. What a waste of time! People really should learn how to mind their own business. "
R_1NaUN66TrQHKQ1o_4,R_1NaUN66TrQHKQ1o,282,2.000,2.000,0,0,"I just read an article about Susan Sarandon asking people to put their money where their mouth is in regards to the Dakota Access Pipeline. While I don't agree with her position, I do agree with that statement. If people want to whine about it, they should step up and help instead of crying on social media. "
R_1NaUN66TrQHKQ1o_5,R_1NaUN66TrQHKQ1o,396,4.333,3.500,1,0,I just read an article about wild fires sending a smokey haze across the state near the Appalachian mountains. Can you imagine how big the fire must be to spread so far and wide? And the people in the area obviously suffer the most. What if you have asthma or some other condition that restricts your breathing?
R_1rfDsNtkx9ueNuH_1,R_1rfDsNtkx9ueNuH,31,4.667,4.250,1,1, Hey man did you hear about this Palm Oil Company is trying to threaten to take down the worlds third largest Orangutan populations? This is pretty upsetting for me as I am in love with these animals. They are wanting to cut down most of the forest. This place is in Indonesia and this company is also planning on building a drainage canal from the north to the south side of the area for which some work has already reportedly began. I really wished there was a way we can help and protect this land. You would have thought that this would be an important area that needed protected. I mean there are what about any where from 750 to 1750 orangutan..They're classified as endangered now. 
R_1rfDsNtkx9ueNuH_2,R_1rfDsNtkx9ueNuH,93,5.333,5.000,1,1,"Hey look at what I have been reading into. I want your opinions on this matter at hand. So civilian casualties are starting to rise as Iraqi forces push into Mosul. The vehicles screeched into the small field hospital on the outskirts of Mosul carrying desperate loads: soldiers injured in battle as well as men, women and children caught in the crossfire of Iraq’s war against the Islamic State. Now you know me. I would be in terrible trouble this is not a way of life. Why are were even in war. Why harm our children. This has saddened me to no end. We do not need, want or find any peace in war!"
R_1rfDsNtkx9ueNuH_3,R_1rfDsNtkx9ueNuH,221,6.167,3.000,1,0,"So I feel birth is birth. What difference does it make it you gave it vaginal or c-section. So people can be so evil in this world. You were pregnant and carried that baby in your belly for 8 to 9 months. Some ladies are faced with a life or death even choice. We have to do what is right for our babies but mostly for ourselves. I know you think wow selfish much, No this i why. If you are not here you can not raise and happy healthy family. Next if you are not your best or at 100% you really can not give your all."
R_1rfDsNtkx9ueNuH_4,R_1rfDsNtkx9ueNuH,258,4.667,5.125,1,1,"Hey bro you been hearing about that shooting in  Charlotte, N.C? Isn't that pretty messed up that all these police shootings and racial black lives matter approach to life and living day to day? I ready that 16 cops were injured due to a protest/standoff. I guess they say the cop shot the black man and he was even unarmed. Why so theey have to shot someone when they don't even have a chance to defend themselves. It is very sad world we all live in these days. No one can get along but shooting and fighting you best believe they can do all that."
R_1rfDsNtkx9ueNuH_5,R_1rfDsNtkx9ueNuH,362,2.500,4.750,0,1,"ISTANBUL, have you heard what is going on over near Turkey? Man I am not even really sure myself but it sounds pretty messed up.  At least eight members of parliament were charged with some type terrorism-related crimes. This is just sickening to me. Turkey’s parliament voted to strip lawmakers of their immunity"
